649	142	0.986559931
650	143	0.943977282
651	144	0.940737898
652	145	0.940196862
653	146	0.941797329
654	147	0.943303793
655	148	0.940634662
656	149	0.941019974
657	150	0.94436648
659	151	0.925120033
661	154	0.924480036
662	155	0.921349551
664	157	0.926860234
665	158	0.920191021
666	159	0.927248935
668	160	0.851622271
672	164	0.9265805
673	165	0.922269724
674	166	0.933246958
675	167	0.933598671
677	173	0.793684966
678	174	0.75758496
679	175	0.757525362
680	176	0.81017715
681	177	0.810261081
682	178	0.774518184
683	179	0.781715774
684	180	0.762056771
685	181	0.761715368
686	182	0.763397181
688	184	0.799736278
689	185	0.72117927
705	189	0.782863718
706	190	0.777301394
707	191	0.760115932
709	193	0.834548372
710	194	0.84979833
711	194	0.184979833
712	195	0.525315006
733	198	0.693286581
750	201	0.659886157
751	202	0.679900883
752	203	0.675868967
753	204	0.687980385
754	205	0.693615719
755	206	0.610153058
759	210	0.631823204
760	211	0.62384726
769	214	0.682587316
770	215	0.706270812
771	216	0.736941
772	217	0.751964992
776	218	0.691689415
778	219	0.748911792
779	220	0.739833511
780	221	0.714910331
783	223	0.717627612
784	224	0.703907135
785	225	0.697046969
786	226	0.638973663
787	227	0.704627924
788	228	0.724533595
789	229	0.766640096
790	230	0.730774666
791	231	0.746220874
793	233	0.710405477
794	234	0.690960267
795	235	0.590285313
797	236	0.689055869
798	237	0.709603822
799	238	0.6425108
801	239	0.64639783
805	240	0.679244241
806	241	0.611244338
809	243	0.640282322
810	244	0.649300198
811	245	0.663603064
814	246	0.653877465
815	247	0.677731069
816	248	0.704889386
817	249	0.031416309
818	250	0.666979052
819	251	0.681840687
820	252	0.682204095
821	253	0.642626925
822	256	0.928385039
823	257	0.747111185
824	258	0.691853819
825	259	0.778150841
826	260	0.77025463
827	261	0.800956118
828	262	0.750826061
829	263	0.749199811
830	264	0.67388945
832	266	0.814152094
833	267	0.815828506
834	268	0.736019158
836	269	0.811770632
837	270	0.789394024
840	272	0.820221745
841	273	0.836144709
842	274	0.838775612
843	275	0.837060344
844	276	0.859033699
845	277	0.846198062
846	278	0.795870651
849	279	0.834892057
850	280	0.736924563
851	281	0.707825797
854	283	0.727015994
941	333	0.955212719
942	334	0.967543276
943	335	0.968133452
944	336	0.964667055
945	337	0.967020187
946	338	0.9680497
947	339	0.978076028
879	284	0.95360839
880	285	0.949232928
881	286	0.949399209
884	288	0.660383315
885	289	0.94900548
886	290	0.947604029
888	291	0.984965517
889	292	0.966577797
893	294	0.977016778
894	295	0.978690937
895	296	0.977308084
896	297	0.978037675
897	298	0.976385529
898	299	0.978335404
899	300	0.973926035
900	301	0.972799909
901	302	0.971345988
902	303	0.973079575
903	304	0.971662738
908	307	0.971601626
909	308	0.971426992
912	310	0.970391258
913	311	0.968398331
914	312	0.969216526
915	313	0.938647433
918	314	0.722453692
921	315	0.97339696
922	316	0.973709396
923	317	0.974192137
924	318	0.975682187
925	319	0.978242723
926	320	0.97684267
927	321	0.978267246
928	322	0.192924344
929	323	0.981971938
930	324	0.978959461
931	325	0.983082449
933	326	0.976092839
935	328	0.959740991
937	329	0.964937005
938	330	0.966945363
939	331	0.959038266
940	332	0.960845109
953	340	0.979172406
954	341	0.984393064
955	342	0.968841472
957	344	0.904711984
958	345	0.764556157
963	346	0.818808575
964	347	0.959886525
968	350	0.97165473
971	351	0.979883154
973	352	0.980137696
975	353	0.95982084
978	354	0.994761566
979	355	0.99317955
980	356	0.992815933
981	357	0.9923689
982	358	0.983066841
986	361	0.993564162
987	362	0.992671721
988	363	0.992755251
989	364	0.991928907
1002	365	0.998127396
1003	366	0.997850983
1004	367	0.99824155
1006	369	0.998173985
1007	370	0.998366782
1008	371	0.998046602
1009	372	0.997930012
1010	373	0.997909349
1011	374	0.997942511
