0	4	0.040910982
0	2	0.032460346
0	1	0.030269875
0	3	0.033510571
1	1	0
1	3	0
1	4	0
1	2	0
2	4	0
2	2	0
2	1	0
2	3	0
3	1	0
3	3	0
3	4	0
3	2	0
4	0	0
4	0	0
4	0	0
4	0	0
5	0	0
5	0	0
5	0	0
5	0	0
6	4	0.046211464
6	2	0.042591307
6	1	0.036286248
6	3	0.042085175
7	1	0.039903156
7	3	0.03547834
7	4	0.036457715
7	2	0.049144729
8	2	0.091648608
8	4	0
8	3	0.046653055
8	1	0
9	3	0.026426763
9	1	0.026396565
9	2	0.020458942
9	4	0.029440118
11	1	0.023431304
11	2	0.016457396
11	3	0.02224259
11	4	0.027670452
11	5	0.022437283
11	6	0.021523169
11	7	0.019647362
11	8	0.017322636
12	1	0.020534348
12	2	0.018745757
12	3	0.020426016
12	4	0.019529925
12	5	0.020248841
12	6	0.019453345
12	7	0.016712742
12	8	0.024613165
13	1	0.023267306
13	2	0.020733193
13	3	0.027385152
13	4	0.031923362
13	5	0.029933338
13	6	0.022201352
13	7	0.041547773
13	8	0.040251926
14	1	0.037413133
14	2	0.024112587
14	3	0.048468382
14	4	0.03759193
14	5	0.030367155
14	6	0.032294968
14	7	0.044081895
14	8	0.039276157
15	4	0.050119095
15	5	0.027899466
15	6	0.019982705
15	7	0.018514503
15	8	0.034451471
16	1	0.018592253
16	2	0.020179382
16	3	0.018593733
16	4	0.016522818
16	5	0.018210551
16	6	0.017039185
16	7	0.016370494
16	8	0.017984867
17	1	0.018746523
17	2	0.017431278
17	3	0.018880976
17	4	0.01949293
17	5	0.019794721
17	6	0.018353914
17	7	0.016494937
17	8	0.019764677
101	1	0.071924938
101	2	0.059359951
101	3	0.074816821
101	4	0.059876036
101	5	0.05255836
101	6	0.044899135
101	7	0.043567995
101	8	0.054452197
102	1	0.037219738
102	2	0.021958321
102	3	0.035090098
102	4	0.036739559
102	5	0.024212295
102	6	0.021936929
102	7	0.017858129
102	8	0.027564713
103	1	0.054252239
103	2	0.02848701
103	3	0.034752169
103	4	0.027579531
103	5	0.031157526
103	6	0.042212087
103	7	0.045883884
103	8	0.093848573
104	1	0.051330488
104	2	0.055848842
104	3	0.046948978
104	4	0.046310427
104	5	0.052626756
104	6	0.044563317
104	7	0.044461853
104	8	0.053250908
105	1	0.028575282
105	2	0.028593254
105	3	0.029028604
105	4	0.078293153
107	1	0.022456935
107	2	0.017491279
107	3	0.019820157
107	4	0.022260839
107	5	0.018464769
107	6	0.018282737
107	7	0.020252575
107	8	0.021346595
108	1	0.028218541
108	2	0.028782468
108	3	0.025541662
108	4	0.024481262
108	5	0.025609694
108	6	0.025777715
108	7	0.028919106
108	8	0.033907001
201	1	0.071790484
201	2	0.053287317
201	3	0.067013922
201	4	0.104666759
201	5	0.129564765
201	6	0.084745369
201	7	0.059407256
201	8	0.056567011
202	1	0.059500032
202	2	0.033128937
202	3	0.044981601
202	4	0.04372453
202	5	0.047841042
202	6	0.036488755
202	7	0.062349078
202	8	0.058371552
203	1	0.034273808
203	2	0.032897195
203	3	0.033327518
203	4	0.033928019
203	5	0.042245244
203	6	0.062131088
203	7	0.051743516
203	8	0.051379082
204	1	0.062143873
204	2	0.102614862
204	3	0.083541217
204	4	0.140424848
204	5	0.098134774
204	6	0.38299935
204	7	0.340561451
204	8	0.121520876
205	1	0.019188009
205	2	0.017541271
205	3	0.017713446
205	4	0.018147026
205	5	0.020626364
205	6	0.019324676
205	7	0.019619794
205	8	0.046927821
206	1	0.026126848
206	2	0.025642262
206	3	0.025948013
206	4	0.029037089
206	5	0.036916315
206	6	0.032421322
206	7	0.034323507
206	8	0.037798231
207	1	0.037263374
207	2	0.034307018
207	3	0.028728055
207	4	0.021109781
207	5	0.021217906
207	7	0.022604232
207	8	0.026343746
208	5	0.083690777
208	6	0.040280714
208	7	0.037025448
208	8	0.042090979
