0	0	0	0	
0	1	0	0	
0	2	273	299	
0	3	261	295	
0	4	251	287	
0	5	241	277	
0	6	229	267	
0	7	219	257	
0	8	207	245	
0	9	195	235	
0	10	185	223	
0	11	173	211	
0	12	161	201	
0	13	147	187	
0	14	135	175	
0	15	121	163	
0	16	107	149	
0	17	93	135	
0	18	79	121	
0	19	65	107	
0	20	51	93	
0	21	39	77	
0	22	21	63	
0	23	5	47	
0	24	0.1	31	
1	0	0	0	
1	1	0	0	
1	2	0	0	
1	3	0	0	
1	4	0	0	
1	5	0	0	
1	6	0	0	
1	7	0	0	
1	8	0	0	
1	9	0	0	
1	10	0	0	
1	11	0	0	
1	12	0	0	
1	13	0	0	
1	14	0	0	
1	15	0	0	
1	16	0	0	
1	17	0	0	
1	18	0	0	
1	19	0	0	
1	20	0	0	
1	21	0	0	
1	22	0	0	
1	23	0	0	
1	24	0	0	
2	0	0	0	
2	1	0	0	
2	2	0	0	
2	3	0	0	
2	4	0	0	
2	5	0	0	
2	6	0	0	
2	7	0	0	
2	8	0	0	
2	9	0	0	
2	10	0	0	
2	11	0	0	
2	12	0	0	
2	13	0	0	
2	14	0	0	
2	15	0	0	
2	16	0	0	
2	17	0	0	
2	18	0	0	
2	19	0	0	
2	20	0	0	
2	21	0	0	
2	22	0	0	
2	23	0	0	
2	24	0	0	
3	0	0	0	
3	1	0	0	
3	2	0	0	
3	3	0	0	
3	4	0	0	
3	5	0	0	
3	6	0	0	
3	7	0	0	
3	8	0	0	
3	9	0	0	
3	10	0	0	
3	11	0	0	
3	12	0	0	
3	13	0	0	
3	14	0	0	
3	15	0	0	
3	16	0	0	
3	17	0	0	
3	18	0	0	
3	19	0	0	
3	20	0	0	
3	21	0	0	
3	22	0	0	
3	23	0	0	
3	24	0	0	
4	0	0	0	
4	1	0	0	
4	2	0	0	
4	3	0	0	
4	4	0	0	
4	5	0	0	
4	6	0	0	
4	7	0	0	
4	8	0	0	
4	9	0	0	
4	10	0	0	
4	11	0	0	
4	12	0	0	
4	13	0	0	
4	14	0	0	
4	15	0	0	
4	16	0	0	
4	17	0	0	
4	18	0	0	
4	19	0	0	
4	20	0	0	
4	21	0	0	
4	22	0	0	
4	23	0	0	
4	24	0	0	
5	0	0	0	
5	1	0	0	
5	2	0	0	
5	3	0	0	
5	4	0	0	
5	5	0	0	
5	6	0	0	
5	7	0	0	
5	8	0	0	
5	9	0	0	
5	10	0	0	
5	11	0	0	
5	12	0	0	
5	13	0	0	
5	14	0	0	
5	15	0	0	
5	16	0	0	
5	17	0	0	
5	18	0	0	
5	19	0	0	
5	20	0	0	
5	21	0	0	
5	22	0	0	
5	23	0	0	
5	24	0	0	
6	0	0	0	
6	1	0	0	
6	2	293	323	
6	3	285	317	
6	4	277	309	
6	5	267	299	
6	6	257	289	
6	7	247	279	
6	8	235	269	
6	9	225	259	
6	10	213	247	
6	11	201	237	
6	12	189	225	
6	13	177	213	
6	14	163	201	
6	15	149	187	
6	16	137	173	
6	17	123	159	
6	18	107	145	
6	19	93	131	
6	20	79	117	
6	21	63	101	
6	22	47	85	
6	23	33	71	
6	24	0.1	55	
7	0	0	0	
7	1	0	0	
7	2	293	323	
7	3	285	317	
7	4	277	309	
7	5	267	299	
7	6	257	289	
7	7	247	279	
7	8	235	269	
7	9	225	259	
7	10	213	247	
7	11	201	237	
7	12	189	225	
7	13	177	213	
7	14	163	199	
7	15	151	187	
7	16	137	173	
7	17	123	159	
7	18	107	145	
7	19	93	131	
7	20	79	117	
7	21	65	101	
7	22	49	85	
7	23	35	71	
7	24	0.1	51	
8	0	0	0	
8	1	0	0	
8	2	273	287	
8	3	263	289	
8	4	253	283	
8	5	243	273	
8	6	233	263	
8	7	221	253	
8	8	211	243	
8	9	199	231	
8	10	187	219	
8	11	177	207	
8	12	163	197	
8	13	153	185	
8	14	139	171	
8	15	125	159	
8	16	111	145	
8	17	97	131	
8	18	83	117	
8	19	69	103	
8	20	53	89	
8	21	39	73	
8	22	23	59	
8	23	13	43	
8	24	0.1	27	
9	0	0	0	
9	1	277	307	
9	2	269	303	
9	3	261	295	
9	4	251	285	
9	5	241	277	
9	6	231	265	
9	7	219	257	
9	8	209	245	
9	9	197	235	
9	10	185	223	
9	11	173	211	
9	12	161	201	
9	13	147	187	
9	14	135	175	
9	15	121	161	
9	16	107	149	
9	17	93	135	
9	18	79	121	
9	19	65	107	
9	20	51	93	
9	21	37	77	
9	22	25	61	
9	23	9	41	
9	24	0.1	23	
10	0	0	0	
10	1	175	213	
10	2	165	209	
10	3	157	203	
10	4	149	193	
10	5	139	185	
10	6	131	175	
10	7	121	165	
10	8	111	155	
10	9	101	145	
10	10	91	135	
10	11	83	125	
10	12	73	115	
10	13	61	103	
10	14	53	91	
10	15	41	79	
10	16	29	69	
10	17	21	57	
10	18	11	43	
10	19	0.1	29	
10	20	0.1	17	
10	21	0.1	17	
10	22	0	0	
10	23	0	0	
10	24	0	0	
11	0	0	0	
11	1	207	241	
11	2	195	237	
11	3	187	229	
11	4	179	219	
11	5	169	209	
11	6	159	199	
11	7	149	189	
11	8	137	179	
11	9	127	167	
11	10	117	159	
11	11	107	147	
11	12	97	135	
11	13	85	125	
11	14	75	111	
11	15	61	99	
11	16	53	87	
11	17	37	73	
11	18	27	63	
11	19	15	47	
11	20	7	33	
11	21	0.1	17	
11	22	0.1	17	
11	23	0	0	
11	24	0	0	
12	0	0	0	
12	1	231	259	
12	2	221	259	
12	3	213	251	
12	4	203	241	
12	5	193	231	
12	6	181	219	
12	7	171	209	
12	8	161	197	
12	9	149	185	
12	10	139	175	
12	11	127	165	
12	12	115	153	
12	13	105	141	
12	14	93	129	
12	15	81	115	
12	16	69	103	
12	17	55	89	
12	18	47	75	
12	19	33	61	
12	20	17	49	
12	21	0.1	33	
12	22	0.1	19	
12	23	0.1	19	
12	24	0	0	
13	0	0	0	
13	1	251	275	
13	2	241	271	
13	3	233	265	
13	4	223	255	
13	5	213	245	
13	6	201	235	
13	7	189	223	
13	8	179	213	
13	9	167	201	
13	10	157	191	
13	11	143	177	
13	12	131	167	
13	13	119	153	
13	14	107	141	
13	15	95	129	
13	16	83	115	
13	17	69	101	
13	18	55	87	
13	19	39	73	
13	20	27	57	
13	21	11	39	
13	22	0.1	29	
13	23	0.1	11	
13	24	0.1	11	
14	0	0	0	
14	1	77	109	
14	2	71	105	
14	3	71	95	
14	4	61	91	
14	5	63	81	
14	6	43	77	
14	7	41	59	
14	8	37	51	
14	9	32	51	
14	10	27	41	
14	11	27	41	
14	12	0	0	
14	13	0	0	
14	14	0	0	
14	15	0	0	
14	16	0	0	
14	17	0	0	
14	18	0	0	
14	19	0	0	
14	20	0	0	
14	21	0	0	
14	22	0	0	
14	23	0	0	
14	24	0	0	
15	0	0	0	
15	1	103	147	
15	2	95	143	
15	3	91	135	
15	4	81	129	
15	5	73	115	
15	6	67	111	
15	7	59	103	
15	8	51	91	
15	9	51	85	
15	10	33	73	
15	11	33	67	
15	12	31	49	
15	13	15	37	
15	14	15	35	
15	15	15	35	
15	16	0	0	
15	17	0	0	
15	18	0	0	
15	19	0	0	
15	20	0	0	
15	21	0	0	
15	22	0	0	
15	23	0	0	
15	24	0	0	
16	0	0	0	
16	1	141	181	
16	2	131	179	
16	3	125	171	
16	4	117	163	
16	5	107	155	
16	6	101	145	
16	7	89	135	
16	8	83	127	
16	9	75	117	
16	10	69	109	
16	11	59	99	
16	12	55	87	
16	13	37	79	
16	14	33	67	
16	15	19	57	
16	16	21	47	
16	17	13	25	
16	18	5	17	
16	19	5	17	
16	20	0	0	
16	21	0	0	
16	22	0	0	
