0	0	0	0	
0	1	0	0	
0	2	29.5	39.5	
0	3	28.5	38.5	
0	4	27.5	37.5	
0	5	26.5	35.5	
0	6	25.5	34.5	
0	7	24.5	33.5	
0	8	23.5	32.5	
0	9	22.5	31.5	
0	10	21.5	30.5	
0	11	20.5	29.5	
0	12	19.5	28.5	
0	13	18.5	27.5	
0	14	17.5	26.5	
0	15	17.5	25.5	
0	16	16.5	24.5	
0	17	15.5	23.5	
0	18	15.5	23.5	
0	19	14.5	22.5	
0	20	13.5	21.5	
0	21	13.5	21.5	
0	22	12.5	20.5	
0	23	12.5	19.5	
0	24	11.5	19.5	
1	0	0	0	
1	1	0	0	
1	2	0	0	
1	3	0	0	
1	4	0	0	
1	5	0	0	
1	6	0	0	
1	7	0	0	
1	8	0	0	
1	9	0	0	
1	10	0	0	
1	11	0	0	
1	12	0	0	
1	13	0	0	
1	14	0	0	
1	15	0	0	
1	16	0	0	
1	17	0	0	
1	18	0	0	
1	19	0	0	
1	20	0	0	
1	21	0	0	
1	22	0	0	
1	23	0	0	
1	24	0	0	
2	0	0	0	
2	1	0	0	
2	2	0	0	
2	3	0	0	
2	4	0	0	
2	5	0	0	
2	6	0	0	
2	7	0	0	
2	8	0	0	
2	9	0	0	
2	10	0	0	
2	11	0	0	
2	12	0	0	
2	13	0	0	
2	14	0	0	
2	15	0	0	
2	16	0	0	
2	17	0	0	
2	18	0	0	
2	19	0	0	
2	20	0	0	
2	21	0	0	
2	22	0	0	
2	23	0	0	
2	24	0	0	
3	0	0	0	
3	1	0	0	
3	2	0	0	
3	3	0	0	
3	4	0	0	
3	5	0	0	
3	6	0	0	
3	7	0	0	
3	8	0	0	
3	9	0	0	
3	10	0	0	
3	11	0	0	
3	12	0	0	
3	13	0	0	
3	14	0	0	
3	15	0	0	
3	16	0	0	
3	17	0	0	
3	18	0	0	
3	19	0	0	
3	20	0	0	
3	21	0	0	
3	22	0	0	
3	23	0	0	
3	24	0	0	
4	0	0	0	
4	1	0	0	
4	2	0	0	
4	3	0	0	
4	4	0	0	
4	5	0	0	
4	6	0	0	
4	7	0	0	
4	8	0	0	
4	9	0	0	
4	10	0	0	
4	11	0	0	
4	12	0	0	
4	13	0	0	
4	14	0	0	
4	15	0	0	
4	16	0	0	
4	17	0	0	
4	18	0	0	
4	19	0	0	
4	20	0	0	
4	21	0	0	
4	22	0	0	
4	23	0	0	
4	24	0	0	
5	0	0	0	
5	1	0	0	
5	2	0	0	
5	3	0	0	
5	4	0	0	
5	5	0	0	
5	6	0	0	
5	7	0	0	
5	8	0	0	
5	9	0	0	
5	10	0	0	
5	11	0	0	
5	12	0	0	
5	13	0	0	
5	14	0	0	
5	15	0	0	
5	16	0	0	
5	17	0	0	
5	18	0	0	
5	19	0	0	
5	20	0	0	
5	21	0	0	
5	22	0	0	
5	23	0	0	
5	24	0	0	
6	0	0	0	
6	1	0	0	
6	2	16.5	29.5	
6	3	15.5	28.5	
6	4	14.5	27.5	
6	5	13.5	26.5	
6	6	12.5	25.5	
6	7	12.5	24.5	
6	8	11.5	23.5	
6	9	10.5	22.5	
6	10	10.5	21.5	
6	11	9.5	20.5	
6	12	9.5	19.5	
6	13	8.5	19.5	
6	14	8.5	18.5	
6	15	7.5	17.5	
6	16	7.5	17.5	
6	17	7.5	16.5	
6	18	6.5	16.5	
6	19	6.5	15.5	
6	20	6.5	15.5	
6	21	5.5	14.5	
6	22	5.5	14.5	
6	23	5.5	13.5	
6	24	4.5	13.5	
7	0	0	0	
7	1	0	0	
7	2	16.5	29.5	
7	3	15.5	28.5	
7	4	14.5	27.5	
7	5	13.5	26.5	
7	6	12.5	25.5	
7	7	12.5	24.5	
7	8	11.5	23.5	
7	9	10.5	22.5	
7	10	10.5	21.5	
7	11	9.5	20.5	
7	12	9.5	19.5	
7	13	8.5	19.5	
7	14	8.5	18.5	
7	15	7.5	17.5	
7	16	7.5	17.5	
7	17	7.5	16.5	
7	18	6.5	16.5	
7	19	6.5	15.5	
7	20	6.5	15.5	
7	21	5.5	14.5	
7	22	5.5	14.5	
7	23	5.5	13.5	
7	24	4.5	13.5	
8	0	0	0	
8	1	0	0	
8	2	33.5	37.5	
8	3	29.5	37.5	
8	4	28.5	36.5	
8	5	27.5	35.5	
8	6	26.5	33.5	
8	7	25.5	32.5	
8	8	24.5	31.5	
8	9	23.5	30.5	
8	10	22.5	29.5	
8	11	21.5	28.5	
8	12	20.5	27.5	
8	13	19.5	26.5	
8	14	18.5	25.5	
8	15	18.5	24.5	
8	16	17.5	23.5	
8	17	16.5	23.5	
8	18	15.5	22.5	
8	19	15.5	21.5	
8	20	14.5	21.5	
8	21	14.5	20.5	
8	22	13.5	19.5	
8	23	13.5	19.5	
8	24	12.5	18.5	
9	0	0	0   
9	1	30.5	39.5	
9	2	29.5	39.5	
9	3	28.5	38.5	
9	4	27.5	37.5	
9	5	26.5	35.5	
9	6	25.5	34.5	
9	7	24.5	33.5	
9	8	23.5	32.5	
9	9	22.5	31.5	
9	10	21.5	30.5	
9	11	20.5	29.5	
9	12	19.5	28.5	
9	13	18.5	27.5	
9	14	17.5	26.5	
9	15	17.5	25.5	
9	16	16.5	24.5	
9	17	15.5	23.5	
9	18	15.5	23.5	
9	19	14.5	22.5	
9	20	13.5	21.5	
9	21	13.5	20.5	
9	22	12.5	20.5	
9	23	12.5	18.5	
9	24	12.5	18.5	
10	0	0	0	
10	1	52.5	60.5	
10	2	51.5	59.5	
10	3	49.5	57.5	
10	4	47.5	55.5	
10	5	45.5	53.5	
10	6	44.5	52.5	
10	7	42.5	50.5	
10	8	40.5	48.5	
10	9	39.5	46.5	
10	10	37.5	45.5	
10	11	36.5	43.5	
10	12	35.5	42.5	
10	13	33.5	41.5	
10	14	32.5	39.5	
10	15	31.5	38.5	
10	16	30.5	36.5	
10	17	28.5	35.5	
10	18	27.5	34.5	
10	19	26.5	33.5	
10	20	26.5	32.5	
10	21	26.5	31.5	
10	22	25.5	31.5	
10	23	24.5	28.5	
10	24	0	0	
11	0	0	0	
11	1	48.5	56.5	
11	2	47.5	55.5	
11	3	45.5	54.5	
11	4	43.5	52.5	
11	5	42.5	50.5	
11	6	40.5	49.5	
11	7	39.5	47.5	
11	8	37.5	45.5	
11	9	36.5	44.5	
11	10	34.5	42.5	
11	11	33.5	41.5	
11	12	32.5	39.5	
11	13	31.5	38.5	
11	14	29.5	37.5	
11	15	28.5	35.5	
11	16	28.5	34.5	
11	17	27.5	33.5	
11	18	25.5	32.5	
11	19	25.5	31.5	
11	20	23.5	30.5	
11	21	23.5	28.5	
11	22	22.5	26.5	
11	23	22.5	26.5	
11	24	22.5	26.5	
12	0	0	0	
12	1	44.5	52.5	
12	2	43.5	51.5	
12	3	41.5	50.5	
12	4	40.5	48.5	
12	5	38.5	47.5	
12	6	37.5	45.5	
12	7	35.5	43.5	
12	8	34.5	42.5	
12	9	33.5	40.5	
12	10	31.5	39.5	
12	11	30.5	38.5	
12	12	29.5	37.5	
12	13	28.5	35.5	
12	14	27.5	34.5	
12	15	26.5	33.5	
12	16	25.5	32.5	
12	17	24.5	31.5	
12	18	24.5	30.5	
12	19	23.5	28.5	
12	20	22.5	28.5	
12	21	21.5	26.5	
12	22	20.5	26.5	
12	23	20.5	24.5	
12	24	20.5	24.5	
13	0	0	0	
13	1	39.5	47.5	
13	2	38.5	47.5	
13	3	37.5	46.5	
13	4	35.5	44.5	
13	5	34.5	43.5	
13	6	33.5	41.5	
13	7	32.5	40.5	
13	8	31.5	39.5	
13	9	29.5	37.5	
13	10	28.5	36.5	
13	11	27.5	35.5	
13	12	26.5	33.5	
