0.862152	0.00501804	0.00308116
0.935865	0.00187133	0.0027313
0.961682	0.0068802	0.00292488
1.00771	0.0115363	0.0036917
1.03534	0.00207845	0.00323315
1.06061	0.000782682	0.002908678
1.08401	0.00491914	0.0025057
1.10642	0.000549125	0.002836945
1.13176	0.000275586	0.003242344
1.15792	0.00413938	0.00307328
1.17856	0.0112031	0.0034441
1.20906	0.0074216	0.0031549
1.23445	0.00468679	0.00371775
1.25988	0.00351639	0.00329142
1.2831	0.0104731	0.00322
1.30299	0.00129897	0.00375971
1.33409	0.0100779	0.0037446
1.38265	0.0161079	0.004356
1.41071	0.0165757	0.0044827
1.43347	0.00755928	0.00342182
1.45649	0.00997766	0.00451654
1.48208	0.0146323	0.0041358
1.50505	0.0156453	0.0048099
1.5305	0.0127946	0.0044208
1.55331	0.00699904	0.00376916
1.58383	0.00515154	0.00435575
1.60446	0.0129144	0.0047983
1.63217	0.00319128	0.00480952
1.65806	0.0156371	0.0058105
1.6835	0.0125454	0.004994
1.70634	0.00792256	0.00575084
1.73201	0.0159354	0.0050999
1.75254	0.0272383	0.0067094
1.78059	0.0264646	0.0062048
1.80301	0.00304033	0.00511031
1.83158	0.0252231	0.0083926
1.8546	0.0342626	0.006444
1.8827	0.0418888	0.0064691
1.90614	0.0377708	0.0065909
1.92911	0.0404632	0.0070607
1.95356	0.0366954	0.0079149
1.98115	0.0435928	0.0087972
2.00253	0.0371132	0.0077463
2.03002	0.0308783	0.007313
2.05299	0.0334616	0.008163
2.08051	0.029827	0.0064339
2.10653	0.0310481	0.0080211
2.12964	0.0607985	0.0097943
2.15399	0.0344248	0.0086448
2.17849	0.0386128	0.0083282
2.20764	0.0529544	0.0081787
2.22915	0.0760401	0.0112406
2.25351	0.0469292	0.0094708
2.27949	0.0411172	0.0094463
2.3057	0.0924172	0.0106578
2.32831	0.0223615	0.0093842
2.35153	0.0681491	0.0100744
2.37751	0.0597091	0.0092206
2.40342	0.0403976	0.0104353
2.42794	0.0463654	0.0096778
2.44939	0.0529106	0.0103134
2.47839	0.0401559	0.0112523
2.50145	0.0610711	0.01107
2.52596	0.0685008	0.0119537
2.55194	0.0617661	0.0124651
2.5811	0.0881831	0.0124569
2.60244	0.063555	0.0110906
2.6267	0.025348	0.012114
2.64837	0.0712816	0.0134059
2.67745	0.0754888	0.0141976
2.702	0.100597	0.014209
2.7264	0.0708544	0.0133264
2.75099	0.109004	0.01257
2.77845	0.0808481	0.013564
2.80307	0.137927	0.015027
2.82596	0.108976	0.016109
2.85026	0.0528382	0.0155867
2.87954	0.123633	0.017464
2.90093	0.110207	0.014129
2.92695	0.114718	0.019247
2.94983	0.0831552	0.0173568
2.97746	0.119405	0.018441
3.00333	0.0676078	0.0164934
3.02638	0.101647	0.015699
3.04922	0.0656833	0.0174441
3.07683	0.084564	0.018833
3.09998	0.197871	0.027949
3.12444	0.18048	0.023141
3.14888	0.150162	0.025192
3.17628	0.0855121	0.0208609
3.19935	0.140135	0.02828
3.2254	0.165523	0.022299
3.24982	0.127807	0.020587
3.27598	0.229608	0.027954
3.30024	0.0958825	0.0233905
3.32334	0.173249	0.026757
3.34933	0.158021	0.022319
3.37532	0.144132	0.028093
3.39992	0.234845	0.031636
3.42125	0.165412	0.02775
3.44884	0.202229	0.028564
3.4748	0.163492	0.041055
3.49781	0.210492	0.039587
3.52067	0.14489	0.039534
3.54686	0.295363	0.049553
3.57595	0.320066	0.045213
