0.0077778	7.12643e-89
0.0085556	8.24707e-89
0.0093333	9.55256e-89
0.010111	1.10765e-88
0.010889	1.28593e-88
0.011667	1.49477e-88
0.012444	1.74314e-88
0.013222	2.87191e-88
0.014	1.66999e-86
0.014778	2.30154e-84
0.015556	2.37307e-82
0.016333	1.86885e-80
0.017111	1.15999e-78
0.017889	5.81303e-77
0.018667	2.40658e-75
0.019444	8.45014e-74
0.020222	2.57708e-72
0.021	6.93594e-71
0.021778	1.66892e-69
0.022556	3.60619e-68
0.023333	7.01182e-67
0.024111	1.22336e-65
0.024889	1.89867e-64
0.025667	2.59923e-63
0.026444	3.12639e-62
0.027222	3.295e-61
0.028	3.02952e-60
0.028778	2.42644e-59
0.029556	1.69039e-58
0.030333	1.0265e-57
0.031111	5.44945e-57
0.031889	2.53429e-56
0.032667	1.03675e-55
0.033444	3.76267e-55
0.034222	1.22575e-54
0.035	3.63771e-54
0.035778	1.00468e-53
0.036556	2.64918e-53
0.037333	6.85747e-53
0.038111	1.78111e-52
0.038889	4.68461e-52
0.039667	1.24516e-51
0.040444	3.32238e-51
0.041222	8.83571e-51
0.042	2.32696e-50
0.042778	6.0465e-50
0.043556	1.54608e-49
0.044333	3.88843e-49
0.045111	9.61972e-49
0.045889	2.33921e-48
0.046667	5.58827e-48
0.047444	1.31255e-47
0.048222	3.03347e-47
0.049	6.89677e-47
0.049778	1.5431e-46
0.050556	3.39729e-46
0.051333	7.36648e-46
0.052111	1.57457e-45
0.052889	3.31734e-45
0.053667	6.8884e-45
0.054444	1.411e-44
0.055222	2.85347e-44
0.056	5.69667e-44
0.056778	1.12312e-43
0.057556	2.18656e-43
0.058333	4.20694e-43
0.059111	8.00497e-43
0.059889	1.50626e-42
0.060667	2.80252e-42
0.061444	5.1596e-42
0.062222	9.40574e-42
0.063	1.69758e-41
0.063778	3.03419e-41
0.064556	5.37017e-41
0.065333	9.41758e-41
0.066111	1.6374e-40
0.066889	2.82212e-40
0.067667	4.82119e-40
0.068444	8.16843e-40
0.069222	1.37329e-39
0.07	2.2907e-39
0.070778	3.79174e-39
0.071556	6.22758e-39
0.072333	1.01539e-38
0.073111	1.64433e-38
0.073889	2.64437e-38
0.074667	4.22259e-38
0.075444	6.69822e-38
0.076222	1.05598e-37
0.077	1.65428e-37
0.077778	2.57559e-37
0.078556	3.98473e-37
0.079333	6.12861e-37
0.080111	9.37431e-37
0.080889	1.42582e-36
0.081667	2.15615e-36
0.082444	3.24302e-36
0.083222	4.85333e-36
0.084	7.22576e-36
0.084778	1.07036e-35
0.085556	1.5773e-35
0.086333	2.31309e-35
0.087111	3.37686e-35
0.087889	4.90695e-35
0.088667	7.0962e-35
0.089444	1.02165e-34
0.090222	1.46479e-34
0.091	2.09114e-34
0.091778	2.97278e-34
0.092556	4.20777e-34
0.093333	5.9318e-34
0.094111	8.3309e-34
0.094889	1.16548e-33
0.095667	1.62394e-33
0.096444	2.25427e-33
0.097222	3.11843e-33
0.098	4.29832e-33
0.098778	5.90366e-33
0.099556	8.07391e-33
0.10033	1.10088e-32
0.10111	1.49781e-32
0.10189	2.03111e-32
0.10267	2.74007e-32
0.10344	3.68483e-32
0.10422	4.9493e-32
0.105	6.62719e-32
0.10578	8.847e-32
0.10656	1.17537e-31
0.10733	1.55703e-31
0.10811	2.06044e-31
0.10889	2.71888e-31
0.10967	3.5715e-31
0.11044	4.6788e-31
0.11122	6.12362e-31
0.112	7.99336e-31
0.11278	1.04068e-30
0.11356	1.34917e-30
0.11433	1.74475e-30
0.11511	2.25447e-30
0.11589	2.90598e-30
0.11667	3.73076e-30
0.11744	4.77845e-30
0.11822	6.11588e-30
0.119	7.80968e-30
0.11978	9.95005e-30
0.12056	1.26295e-29
0.12133	1.59957e-29
0.12211	2.02464e-29
0.12289	2.55723e-29
0.12367	3.21839e-29
0.12444	4.04224e-29
0.12522	5.07414e-29
0.126	6.3567e-29
0.12678	7.94774e-29
0.12756	9.90366e-29
0.12833	1.23176e-28
0.12911	1.53125e-28
0.12989	1.90001e-28
0.13067	2.35005e-28
0.13144	2.90148e-28
0.13222	3.58079e-28
0.133	4.41136e-28
0.13378	5.42515e-28
0.13456	6.65178e-28
0.13533	8.14216e-28
0.13611	9.9629e-28
0.13689	1.21708e-27
0.13767	1.4825e-27
0.13844	1.80296e-27
0.13922	2.192e-27
0.14	2.66084e-27
0.14078	3.22501e-27
0.14156	3.8981e-27
0.14233	4.70473e-27
0.14311	5.67679e-27
0.14389	6.8397e-27
0.14467	8.21928e-27
0.14544	9.86326e-27
0.14622	1.18334e-26
0.147	1.41775e-26
0.14778	1.69627e-26
0.14856	2.02446e-26
0.14933	2.41297e-26
0.15011	2.87552e-26
0.15089	3.42228e-26
0.15167	4.06328e-26
0.15244	4.81832e-26
0.15322	5.71279e-26
0.154	6.76494e-26
0.15478	8.00107e-26
0.15556	9.44159e-26
0.15633	1.11283e-25
0.15711	1.31149e-25
0.15789	1.54382e-25
0.15867	1.81332e-25
0.15944	2.12749e-25
0.16022	2.49586e-25
0.161	2.92475e-25
0.16178	3.42359e-25
0.16256	3.99916e-25
0.16333	4.66655e-25
0.16411	5.44497e-25
0.16489	6.34658e-25
0.16567	7.38264e-25
0.16644	8.57914e-25
0.16722	9.96914e-25
0.168	1.15727e-24
0.16878	1.3421e-24
0.16956	1.55345e-24
0.17033	1.79638e-24
0.17111	2.07725e-24
0.17189	2.39975e-24
0.17267	2.7672e-24
0.17344	3.18799e-24
0.17422	3.67276e-24
0.175	4.2274e-24
0.17578	4.86144e-24
0.17656	5.58066e-24
0.17733	6.40072e-24
0.17811	7.34143e-24
0.17889	8.41314e-24
0.17967	9.62478e-24
0.18044	1.10018e-23
0.18122	1.25761e-23
0.182	1.4364e-23
0.18278	1.63926e-23
0.18356	1.86769e-23
0.18433	2.12628e-23
0.18511	2.42078e-23
0.18589	2.75392e-23
0.18667	3.12791e-23
0.18744	3.55e-23
0.18822	4.02929e-23
0.189	4.56985e-23
0.18978	5.17908e-23
0.19056	5.86053e-23
0.19133	6.62688e-23
0.19211	7.49398e-23
0.19289	8.46848e-23
0.19367	9.5555e-23
0.19444	1.07746e-22
0.19522	1.21502e-22
0.196	1.3692e-22
