0.25	0	0	0
0.35	0	0	0
0.45	0	0.0404653	0
0.55	0.362859	0	0.310107
0.65	0	0	0
0.75	0.258867	0.0303193	0.201988
0.85	0.267543	0	0.192766
0.95	0	0.0369993	0
1.05	0.0603002	0.0255367	0.187367
1.15	0.387311	0	0.422165
1.25	0.389802	0.0301055	0.243544
1.35	0.166806	0.0198543	0.166806
1.45	0.271687	0.0221861	0.193723
1.55	0.497157	0.0343986	0.319104
1.65	0.853871	0.0421573	0.714828
1.75	0.663398	0.0132206	0.677466
1.85	2.61556	0.018057	1.79973
1.95	-0.144909	0.022467	1.03132
2.05	1.71959	0.0196833	0.654765
2.15	0.826033	0.0167964	0.7609
2.25	1.13203	0.00849264	0.714516
2.35	1.11703	0.0154984	0.669984
2.45	2.30932	0.0116516	0.817274
2.55	3.23798	0.00820211	1.26892
2.65	2.44936	0.00724853	1.22906
2.75	2.86043	0.00685066	1.2361
2.85	2.51646	0.00775396	1.15481
2.95	4.1622	0.00706866	1.17195
3.05	3.36977	0.00730316	1.39236
3.15	2.93427	0.0065477	1.18313
3.25	4.34932	0.0060151	1.79513
3.35	7.7526	0.00552729	2.45699
3.45	3.33118	0.005096	1.28753
3.55	4.9823	0.00520089	1.57372
3.65	2.75802	0.00576369	0.990369
3.75	1.12214	0.00521978	0.807559
3.85	2.89797	0.0060494	0.945535
3.95	1.99578	0.00792903	0.768831
4.05	1.61592	0.00679503	1.20941
4.15	3.88099	0.00569019	1.22783
4.25	2.06798	0.00530196	0.848709
4.35	1.70733	0.00553516	0.94797
4.45	2.2849	0.00604143	0.817886
4.55	1.05011	0.00590538	0.477023
4.65	2.1192	0.00552231	0.99342
4.75	0.198237	0.00623606	0.559197
4.85	0.0616021	0.00521793	0.339359
4.95	0.064285	0.00550098	0.18135
5.05	0.118327	0.00903312	0.345049
5.15	0.0792821	0.010441	0.249879
5.25	-0.236667	0.00734669	0.211607
5.35	-0.014268	0.0124163	0.158642
5.45	0.0615113	0.0192793	0.135294
5.55	0	0.0157522	0
5.65	0	0.0198311	0
5.75	0	0	0
5.85	0	0	0
5.95	0	0	0
6.05	0	0	0
6.15	0	0	0
6.25	0	0	0
6.35	0	0	0
6.45	0	0	0
6.55	0	0	0
6.65	0	0	0
6.75	0	0	0
6.85	0	0	0
6.95	0	0	0
7.05	0	0	0
7.15	0	0	0
7.25	0	0	0
7.35	0	0	0
7.45	0	0	0
7.55	0	0	0
7.65	0	0	0
7.75	0	0	0
7.85	0	0	0
7.95	0	0	0
8.05	0	0	0
8.15	0	0	0
8.25	0	0	0
8.35	0	0	0
8.45	0	0	0
8.55	0	0	0
8.65	0	0	0
8.75	0	0	0
8.85	0	0	0
9.05	0	0	0
9.15	0	0	0
9.25	0	0	0
9.35	0	0	0
9.45	0	0	0
9.55	0	0	0
9.65	0	0	0
9.75	0	0	0
9.85	0	0	0
9.95	0	0	0
-1	-1	0	0.2
-1	-1	0	0.2
-1	-1	0	0.2
