0.3	0	0	0
0.5	0	0	0
0.7	0	0	0
0.9	0.0148395	0	0
1.1	0.0514427	0	0.0103289
1.3	0.0994154	0	0.0274439
1.5	-0.697008	0	0.046643
1.7	0.377444	0	0.172922
1.9	0.515632	0	0.101477
2.1	0.54302	0	0.0522657
2.3	1.92662	0	0.140254
2.5	1.50925	0	0.508969
2.7	3.28449	0	0.419829
2.9	2.28452	0	0.837232
3.1	1.16219	0	0.535202
3.3	0.69046	0	0.800334
3.5	1.84738	0	0.870574
3.7	3.14802	0	0.4271
3.9	1.50691	0	0.35101
4.1	1.12641	0	0.118226
4.3	1.30694	0	0.296677
4.5	0.649045	0	0.0211654
4.7	0.18405	0	0.0502018
4.9	-0.260859	0	0.0235521
5.1	-0.195798	0	0.0133606
5.3	-0.097856	0	0
5.5	0.0189204	0	0.0189204
5.7	0	0	0
5.9	-0.178837	0	0.0158469
6.1	0	0	0
6.3	0.0224317	0	0.0224317
6.5	0	0	0
6.7	0	0	0
6.9	0	0	0
7.1	0	0	0
7.3	0	0	0
7.5	0	0	0
7.7	0	0	0
7.9	0	0	0
8.1	0	0	0
8.3	-0.960274	0	0
8.5	0	0	0
8.7	0	0	0
8.9	0	0	0
9.1	0	0	0
9.3	0	0	0
9.5	0	0	0
9.7	0	0	0
9.9	0	0	0
-1	-1.2	0	0
