0.25	0	0	0
0.35	0	0	0
0.45	0	0	0
0.55	-0.0147434	0	0
0.65	-0.0102448	0	0
0.75	-0.0168587	0	0
0.85	-0.0201451	0	0
0.95	0.0241879	0	0.0101854
1.05	0.05067	0	0
1.15	0.0259926	0	0.064282
1.25	0.0775377	0	0.065501
1.35	-0.0407434	0	0.0747167
1.45	0.0228731	0	0.114072
1.55	-0.628427	0	0.0789116
1.65	0.114279	0	0.107583
1.75	0.437123	0	0.0609387
1.85	0.249146	0	0.123024
1.95	0.120361	0	0.100439
2.05	0.485377	0	0.186861
2.15	0.0249693	0	0.027968
2.25	1.05058	0	0.162974
2.35	0.600805	0	0.22263
2.45	0.821448	0	0.1514
2.55	0.529842	0	0.213149
2.65	0.466918	0	0.301454
2.75	0.231015	0	0.357438
2.85	1.96644	0	0.30831
2.95	1.55545	0	0.287537
3.05	1.01072	0	0.306261
3.15	0.177619	0	0.435449
3.25	0.76774	0	0.435901
3.35	-0.0453284	0	0.42768
3.45	-0.463461	0	0.393205
3.55	0.384704	0	0.205579
3.65	-0.607333	0	0.428669
3.75	0.686002	0	0.286579
3.85	1.18728	0	0.211035
3.95	-0.0310099	0	0.242428
4.05	0.116629	0	0.304374
4.15	1.14433	0	0.220278
4.25	0.30919	0	0.215575
4.35	0.322203	0	0.133864
4.45	-0.496978	0	0.14434
4.55	-0.0522053	0	0.360227
4.65	0.215609	0	0.268845
4.75	-0.541057	0	0.0311302
4.85	0.0199037	0	0.243499
4.95	-0.624458	0	0.279938
5.05	-0.282665	0	0.106936
5.15	-0.529667	0	0.0653851
5.25	-0.0276831	0	0.178741
5.35	-0.107629	0	0.181049
5.45	0.0278557	0	0.0990437
5.55	-0.228585	0	0.089257
5.65	-1.01475	0	0.0463618
5.75	0.179833	0	0.0597439
5.85	-0.169631	0	0.100094
5.95	0.0105862	0	0.0651242
6.05	-0.887803	0	0.0725729
6.15	-0.186061	0	0.0325292
6.25	-0.112636	0	0.0217063
6.35	-0.484067	0	0.0116257
6.45	-0.690292	0	0.0103079
6.55	-0.0381064	0	0.0089894
6.65	-0.24877	0	0.0085837
6.75	-0.229255	0	0.0074383
6.85	-0.033826	0	0
6.95	0.00668305	0	0
7.05	-0.205091	0	0
7.15	0	0	0
7.25	0	0	0
7.35	-0.479143	0	0.0136194
7.45	0	0	0
7.55	-0.0699949	0	0
7.65	0	0	0
7.75	-0.0199117	0	0
7.85	0	0	0
7.95	-0.287079	0	0
8.05	0	0	0
8.15	0	0	0
8.25	0	0	0
8.35	0	0	0
8.45	0	0	0
8.55	-0.293601	0	0
8.65	0	0	0
8.75	0	0	0
8.85	0	0	0
9.05	0	0	0
9.15	0	0	0
9.25	0	0	0
9.35	0	0	0
9.45	0	0	0
9.55	0	0	0
9.65	0	0	0
9.75	0	0	0
9.85	0	0	0
9.95	0	0	0
-1	-1.14142	0	0
-1	-1.14142	0	0
-1	-1.14142	0	0
