2.247192	0.011388694	0.002926063
2.3882637	0.009833073	0.00526241
2.6164954	0.002942856	0.001840278
2.782662	0.03466585	0.007070872
2.8969858	0.062061794	0.012666056
3.0538802	0.12264298	0.02086176
3.138017	0.2882737	0.05391034
3.16493	0.35688034	0.06075933
3.1929808	0.48825893	0.07495107
3.222018	0.3133166	0.0329584
3.2522557	0.3175497	0.03844125
3.308299	0.42794558	0.05185134
3.36433	0.53696793	0.07366327
3.4203432	0.60965526	0.06415244
3.473989	0.33409843	0.05688067
3.5312126	0.6343356	0.07685826
3.5884259	1.1374967	0.1377413
3.64231	2.4213843	0.2167569
3.6982756	2.0957284	0.2205279
3.7574804	0.9136948	0.110608
3.8100564	0.66630524	0.08066016
