0.010	0.356
0.011	0.391
0.012	0.426
0.013	0.461
0.014	0.496
0.015	0.532
0.016	0.567
0.017	0.603
0.018	0.639
0.020	0.711
0.023	0.802
0.025	0.892
0.028	0.983
0.030	1.070
0.033	1.170
0.035	1.260
0.038	1.350
0.040	1.440
0.045	1.620
0.050	1.800
0.055	1.980
0.060	2.160
0.065	2.340
0.070	2.520
0.080	2.870
0.090	3.220
0.100	3.570
0.110	3.910
0.120	4.250
0.130	4.580
0.140	4.910
0.150	5.240
0.160	5.560
0.170	5.880
0.180	6.190
0.200	6.810
0.225	7.540
0.250	8.250
0.275	8.940
0.300	9.590
0.325	10.220
0.350	10.830
0.375	11.410
0.400	11.980
0.450	13.050
0.500	14.050
0.550	14.980
0.600	15.870
0.650	16.700
0.700	17.490
0.800	18.960
0.900	20.300
1.000	21.540
1.100	22.690
1.200	23.770
1.300	24.790
1.400	25.760
1.500	26.690
1.600	27.590
1.700	28.450
1.800	29.290
2.000	30.900
2.250	32.820
2.500	34.660
2.750	36.430
3.000	38.170
3.250	39.860
3.500	41.540
3.750	43.200
4.000	44.840
4.500	48.100
5.000	51.360
5.500	54.610
6.000	57.880
6.500	61.160
7.000	64.480
8.000	71.180
9.000	78.020
10.000	84.990
11.000	92.100
12.000	99.360
13.000	106.770
14.000	114.330
15.000	122.040
16.000	129.910
17.000	137.930
18.000	146.110
20.000	162.940
22.500	184.870
25.000	207.810
27.500	231.750
30.000	256.650
32.500	282.530
35.000	309.480
37.500	337.470
40.000	366.440
45.000	427.320
50.000	492.110
55.000	560.810
60.000	633.400
65.000	709.860
70.000	790.190
80.000	962.290
90.000	1150.000
100.000	1350.000
