0.010	2.920
0.011	3.090
0.012	3.250
0.013	3.410
0.014	3.560
0.015	3.700
0.016	3.830
0.017	3.960
0.018	4.090
0.020	4.350
0.023	4.650
0.025	4.940
0.028	5.230
0.030	5.500
0.033	5.770
0.035	6.030
0.038	6.290
0.040	6.540
0.045	7.020
0.050	7.480
0.055	7.930
0.060	8.370
0.065	8.810
0.070	9.240
0.080	10.100
0.090	10.970
0.100	11.830
0.110	12.710
0.120	13.610
0.130	14.530
0.140	15.470
0.150	16.420
0.160	17.410
0.170	18.420
0.180	19.450
0.200	21.590
0.225	24.420
0.250	27.420
0.275	30.590
0.300	33.920
0.325	37.420
0.350	41.090
0.375	44.920
0.400	48.910
0.450	57.380
0.500	66.480
0.550	76.200
0.600	86.530
0.650	97.460
0.700	108.980
0.800	133.750
0.900	160.810
1.000	190.120
1.100	221.580
1.200	255.250
1.300	291.140
1.400	329.130
1.500	369.170
1.600	411.230
1.700	455.270
1.800	501.280
2.000	599.060
2.250	731.940
2.500	876.440
2.750	1030.000
3.000	1200.000
3.250	1380.000
3.500	1570.000
3.750	1770.000
4.000	1980.000
4.500	2430.000
5.000	2920.000
5.500	3460.000
6.000	4030.000
6.500	4650.000
7.000	5300.000
8.000	6720.000
9.000	8290.000
10.000	10010.000
11.000	11880.000
12.000	13880.000
13.000	16030.000
14.000	18320.000
15.000	20750.000
16.000	23310.000
17.000	26010.000
18.000	28840.000
20.000	34900.000
22.500	43180.000
25.000	52260.000
27.500	62120.000
30.000	72740.000
32.500	84100.000
35.000	96190.000
37.500	109010.000
40.000	122540.000
45.000	151670.000
50.000	183530.000
